periodo,tipoEntidad,entidad,clasificacionRiesgo,tipoCartera,cantidadPlastico,cantidadCredito,deuda,tasaPorDeuda,tasaPromedioPonderado,deudaCapital,deudaVencida,deudaVencidaDe31A90Dias,valorDesembolso,valorGarantia,valorProvisionCapitalYRendimiento
2020-07,BANCOS MÚLTIPLES,BANRESERVAS,D2,Créditos comerciales,263,1210,6101020169.420002,63811839717.23618,10.45920812343463,5946026061.090004,248144210.1600001,3839317.47,122967892.49,5074928911.869998,756489430.4900002
2020-07,BANCOS MÚLTIPLES,BHD,B,Créditos Hipotecarios,0,124,416217296.0100001,5006996150.8287,12.02976473786039,395796159.0499999,6875427.370000002,6875427.370000002,0.0,330485563.32,5876807.580000001
2020-07,BANCOS MÚLTIPLES,BANESCO,D1,Créditos Hipotecarios,0,11,48829913.85999999,617369918.644,12.64327273675023,47468520.1,41107885.27999999,0.0,0.0,47554635.87,2176771.0
2020-07,BANCOS MÚLTIPLES,BELLBANK,E,Créditos de consumo,0,43,2338675.32,45612852.7325,19.50371320996366,2230118.78,2338675.32,0.0,0.0,0.0,2230118.78
2020-07,BANCOS MÚLTIPLES,CITIBANK,B,Créditos comerciales,5,126,2566181868.48,25463578863.0776,9.922749114488983,2554102052.36,0.0,0.0,789605033.0,1626788097.0,44550038.49000001
2020-07,BANCOS MÚLTIPLES,BANESCO,C,Créditos Hipotecarios,0,15,59734506.44,752915187.317,12.60435939272825,57865686.09999999,1250605.49,1250605.49,0.0,59148942.45999999,2479537.03
2020-07,BANCOS MÚLTIPLES,BDI,B,Créditos Hipotecarios,0,16,55875054.93,639298876.2549999,11.44157937841691,54400992.54000001,22169170.59,343045.85,0.0,34017144.26000001,977352.41
2020-07,BANCOS MÚLTIPLES,BHD,D1,Créditos Hipotecarios,0,59,102283781.93,1336496588.1586,13.06655427615357,98080227.06999996,87497772.39999999,361562.04,0.0,86554742.67,6338786.17
2020-07,BANCOS MÚLTIPLES,BANRESERVAS,D2,Tarjetas de créditos,3694,4029,105138732.44,6204700809.900001,59.01441520080019,93202940.55000001,72599582.11000003,0.0,4150.18,0.0,61500543.40000004
2020-07,BANCOS MÚLTIPLES,BLH,C,Tarjetas de créditos,22,22,1435750.24,86145014.4,60.00000000000001,1322945.3,0.0,0.0,38796.24,0.0,287150.05
2020-07,BANCOS MÚLTIPLES,BANESCO,E,Créditos comerciales,0,4,35450079.16,520164253.6675,14.67314787422043,34156763.83000001,5244161.66,0.0,0.0,27157989.55,13123948.45
2020-07,BANCOS MÚLTIPLES,BHD,A,Créditos de consumo,0,364713,43669813836.96997,743160257790.8113,17.01771069062051,42183859922.91009,0.0,0.0,3129969823.830002,5004157233.819997,444689835.4500003
2020-07,BANCOS MÚLTIPLES,POPULAR,A,Tarjetas de créditos,521167,406335,15377697602.31,846921718609.6803,55.0746763600331,14804578988.77997,0.0,0.0,7310408822.910006,0.0,153777023.5100001
2020-07,BANCOS MÚLTIPLES,BANESCO,D2,Créditos comerciales,8,42,761319884.1300001,6230875394.567501,8.1843066553921,747065112.95,3837126.07,203516.69,43028526.34,688942218.2199999,73617188.61999999
2020-07,BANCOS MÚLTIPLES,BDI,D1,Tarjetas de créditos,405,569,23414312.32,1404858739.2,60.0,19945330.83,22695446.27,0.0,194.46,0.0,8018677.360000001
2020-07,BANCOS MÚLTIPLES,BLH,B,Créditos de consumo,0,305,20958588.63,361430823.9186,17.2449982343396,20467431.41,3015603.520000001,3015603.520000001,96053.51000000001,616266.52,615291.97
2020-07,BANCOS MÚLTIPLES,BANRESERVAS,E,Créditos comerciales,303,1611,6387434145.080009,75557234662.08795,11.82904323487808,5668408710.629998,1756716104.970001,49387603.58,64957861.42000002,3848512692.249997,3279686736.449999
2020-07,BANCOS MÚLTIPLES,CARIBE,D1,Tarjetas de créditos,1448,1605,81036849.76999998,4861866474.660002,59.99574870517579,66954787.71000002,79317254.03999999,0.0,10018.59,0.0,26891286.48
2020-07,BANCOS MÚLTIPLES,BANRESERVAS,A,Créditos comerciales,18692,54860,129955903752.5812,1352502208320.241,10.40739334855634,126942269299.3197,56216320.13000003,22286264.97,11670751304.6,15230391274.23,684150548.4600003
2020-07,BANCOS MÚLTIPLES,BHD,B,Tarjetas de créditos,301,340,10323875.48,612010201.9200001,59.28105226623676,9271984.380000003,0.0,0.0,314958.9299999999,0.0,309715.0499999999
2020-07,BANCOS MÚLTIPLES,PROMERICA,B,Créditos de consumo,0,607,43487177.66000001,870218821.3259999,20.0109289255264,42642215.74999999,788365.13,788365.13,1394500.0,5075670.01,4750423.0
2020-07,BANCOS MÚLTIPLES,BANRESERVAS,C,Tarjetas de créditos,2389,2481,42376529.75000002,2510038710.420001,59.23181358237574,37303065.10999999,36950146.18000002,0.0,62123.8,0.0,7587228.219999996
2020-07,BANCOS MÚLTIPLES,BDI,D2,Créditos de consumo,0,35,3061587.78,68033080.79849999,22.22150259513382,2891300.31,3061587.78,0.0,0.0,450000.0,1821818.59
2020-07,BANCOS MÚLTIPLES,BLH,C,Créditos comerciales,28,30,460233342.2599999,5142112860.505,11.17283861976272,453538578.63,23553227.18,21894778.49,86121526.59,419937005.55,6318720.07
2020-07,BANCOS MÚLTIPLES,BDI,A,Créditos Hipotecarios,0,345,1106216140.7,10922424809.80299,9.873680565618413,1094850650.28,23623.65,23623.65,5106500.0,808173582.9000002,10668508.37
2020-07,BANCOS MÚLTIPLES,CARIBE,E,Tarjetas de créditos,879,985,46370933.45000001,2782256007.000001,60.00000000000001,38275251.68,46287559.48000001,0.0,2825.99,0.0,38275322.01
2020-07,BANCOS MÚLTIPLES,BANRESERVAS,B,Créditos de consumo,0,6074,1089387274.849998,19203893153.2414,17.62815997266505,1027467734.06,16032513.34999999,16032513.34999999,3356500.0,238460855.22,38569614.78999998
2020-07,BANCOS MÚLTIPLES,BHD,C,Créditos Hipotecarios,0,28,99910845.89999999,975983025.4003001,9.768539307305577,97201101.52000001,1729339.62,1729339.62,0.0,83577910.06,4102366.3
2020-07,BANCOS MÚLTIPLES,PROMERICA,C,Créditos comerciales,3,22,325999737.3700001,2992880944.217501,9.18062378933965,325334970.3600001,3575692.05,0.0,107125294.18,289895545.25,10283823.0
2020-07,BANCOS MÚLTIPLES,BANRESERVAS,D2,Créditos de consumo,0,6484,527618227.64,10332722167.1036,19.58370963285547,499485392.1799996,273123592.86,1167582.34,107000.0,82338641.71,300728639.01
2020-07,BANCOS MÚLTIPLES,BDI,D2,Créditos Hipotecarios,0,1,371010.19,2226061.14,6.0,371010.19,371010.19,0.0,0.0,371010.19,467855.15
2020-07,BANCOS MÚLTIPLES,BLH,C,Créditos Hipotecarios,0,7,46574092.65,515322332.25,11.06457051396792,45606729.49999999,586298.4000000001,586298.4000000001,0.0,46574092.65,466243.5999999999
2020-07,BANCOS MÚLTIPLES,BDI,B,Créditos comerciales,6,73,1317631473.880001,13624667044.2125,10.34027139932552,1295045446.57,6629782.249999999,2090342.36,13426898.09,1235366753.02,14408240.39
2020-07,BANCOS MÚLTIPLES,LAFISE,A,Créditos de consumo,0,257,196820170.01,2275911373.209,11.56340517891721,195297425.35,6379.73,6379.73,894500.0,34344720.15000001,1968897.15
2020-07,BANCOS MÚLTIPLES,BANRESERVAS,C,Créditos Hipotecarios,0,131,285001741.07,3384594626.4317,11.87569807021074,276606078.52,518177.98,518177.98,0.0,242720054.1900001,26237848.40999999
2020-07,BANCOS MÚLTIPLES,BHD,D2,Tarjetas de créditos,5408,6189,186725233.9099998,11068511583.64681,59.27699942784244,157263859.32,182814247.73,0.0,363496.33,0.0,94552121.18000008
2020-07,BANCOS MÚLTIPLES,PROMERICA,C,Créditos Hipotecarios,0,4,29337034.84,357237824.94,12.17702562267537,28382721.27,863625.19,863625.19,0.0,0.0,5867408.0
2020-07,BANCOS MÚLTIPLES,BANRESERVAS,E,Créditos Hipotecarios,0,260,544322483.57,6710555872.692401,12.32827244004412,525442179.1699998,449807643.2600001,103041.09,0.0,327641732.54,304265662.98
2020-07,BANCOS MÚLTIPLES,BELLBANK,A,Créditos de consumo,0,3206,267702895.49,4147907075.194501,15.49444232794802,262344532.4999999,0.0,0.0,9215116.069999998,5092637.27,2677014.089999999
2020-07,BANCOS MÚLTIPLES,BLH,D1,Tarjetas de créditos,188,219,16616022.31000001,996961338.5999997,59.99999999999996,13678522.8,12549401.17,0.0,21900.37,0.0,5700573.209999999
2020-07,BANCOS MÚLTIPLES,BDI,B,Tarjetas de créditos,7,9,232693.25,13961595.0,60.0,210057.22,0.0,0.0,0.0,0.0,6980.8
2020-07,BANCOS MÚLTIPLES,LAFISE,D1,Créditos comerciales,11,7,122860775.73,976255544.7375001,7.946031098508839,121617268.34,0.0,0.0,1041723.68,124252406.56,1222962.07
2020-07,BANCOS MÚLTIPLES,BANRESERVAS,D1,Créditos Hipotecarios,0,198,351961580.9200001,4319382203.168501,12.27231163093987,340241986.0000001,40854674.96,375584.36,0.0,297734794.56,59547775.1
2020-07,BANCOS MÚLTIPLES,BLH,A,Tarjetas de créditos,6349,7125,282843062.2,16870111693.2,59.64477813944416,275324954.5199997,236.8,0.0,116659567.2400001,0.0,2828430.869999998
2020-07,BANCOS MÚLTIPLES,PROMERICA,D2,Créditos de consumo,0,702,43984617.0,774222476.5279999,17.60211931657834,43261938.76000001,21898688.2,737438.15,1306000.0,0.0,24720788.0
2020-07,BANCOS MÚLTIPLES,BDI,A,Tarjetas de créditos,6861,8757,387467491.7399999,22631977993.80001,58.41000464881999,375410037.4299999,0.0,0.0,158235031.16,0.0,3874676.089999999
2020-07,BANCOS MÚLTIPLES,BELLBANK,B,Créditos Hipotecarios,0,2,4755224.12,67127945.73,14.11667337563892,4575298.17,81125.83,81125.83,0.0,4284229.69,56972.12
2020-07,BANCOS MÚLTIPLES,BLH,D2,Créditos de consumo,0,68,3057440.359999999,82586153.77400002,27.01153384852944,2960633.1,3057440.359999999,0.0,0.0,0.0,1776379.81
2020-07,BANCOS MÚLTIPLES,BDI,D1,Créditos de consumo,0,62,8542788.08,167119821.15,19.56267902059441,8130154.79,3265303.33,48481.31,0.0,3500489.53,2211824.52
2020-07,BANCOS MÚLTIPLES,LAFISE,D1,Créditos Hipotecarios,0,1,2023742.5,30356137.5,15.0,1982000.0,0.0,0.0,0.0,1998967.5,20249.95
2020-07,BANCOS MÚLTIPLES,BDI,A,Créditos de consumo,0,2636,373834383.9899999,5528480841.417001,14.78858306828429,368533684.28,0.0,0.0,19830579.67,32557921.92,4437682.869999999
2020-07,BANCOS MÚLTIPLES,CARIBE,A,Créditos Hipotecarios,0,256,810297122.5499997,6784389055.408501,8.372717694045454,795766522.6700003,1271574.32,0.0,3146077.77,797515362.2000003,8102691.76
2020-07,BANCOS MÚLTIPLES,SANTA CRUZ,A,Tarjetas de créditos,61512,68057,1990090192.879998,110376633144.9564,55.46313103790671,1940114736.44,0.0,0.0,1573648506.98,31412636.72999998,19900905.78999999
2020-07,BANCOS MÚLTIPLES,BDI,C,Créditos comerciales,4,43,800589374.8900001,8028816882.5755,10.02863282276092,783659366.0600001,3576615.87,204979.92,94078.04999999999,771424931.33,13545302.94000001
2020-07,BANCOS MÚLTIPLES,BELLBANK,D1,Créditos comerciales,0,3,8360209.57,152289480.54,18.21598839896067,7874578.16,284138.65,141174.83,0.0,3365212.38,98515.82999999999
2020-07,BANCOS MÚLTIPLES,CARIBE,C,Créditos de consumo,0,1386,201183337.3000001,3810736289.331997,18.94160987919945,186625754.0700001,6920122.220000001,6920122.220000001,40000.0,15446567.54,34917743.7
2020-07,BANCOS MÚLTIPLES,BDI,D2,Créditos comerciales,1,18,876861498.1800001,9261209073.7275,10.56176955305932,842968048.0899998,178094.14,178094.14,114894.22,857732566.2600001,33627965.3
2020-07,BANCOS MÚLTIPLES,LAFISE,E,Créditos comerciales,0,4,5893998.369999999,103887597.47,17.62599698004328,5627691.08,5893998.369999999,0.0,0.0,0.0,5627691.08
2020-07,BANCOS MÚLTIPLES,BDI,C,Tarjetas de créditos,4,6,62722.37,3763342.2,59.99999999999999,54015.73,44535.02,0.0,0.0,0.0,11439.69
2020-07,BANCOS MÚLTIPLES,CARIBE,B,Tarjetas de créditos,1116,1313,83101652.46,4986099147.600001,60.00000000000002,66965006.81000002,0.0,0.0,243644.3999999999,0.0,2493049.669999999
2020-07,BANCOS MÚLTIPLES,SCOTIABANK,A,Créditos de consumo,0,88017,21692085538.68001,343352924107.7958,15.82848839018036,20897797847.48,741519.37,0.0,449088916.4299999,3014271396.17,227359242.2299999
2020-07,BANCOS MÚLTIPLES,BELLBANK,C,Créditos de consumo,0,89,2643254.59,47332685.575,17.90697186493867,2474575.06,597450.05,597450.05,0.0,0.0,528650.5399999999
2020-07,BANCOS MÚLTIPLES,BELLBANK,E,Créditos comerciales,0,12,12571593.88,211402787.34,16.81590968956754,11819100.47,2738924.98,0.0,0.0,11448704.35,3865220.19
2020-07,BANCOS MÚLTIPLES,CARIBE,D1,Créditos comerciales,0,37,151352460.68,1512515037.234,9.993329678543287,147183486.34,30771180.33,3014703.7,557900.0,120051065.22,11366998.7
2020-07,BANCOS MÚLTIPLES,BDI,E,Créditos de consumo,0,11,1144506.06,26550183.16999999,23.19794022759477,1095527.87,1144506.06,0.0,0.0,0.0,1095527.87
2020-07,BANCOS MÚLTIPLES,POPULAR,A,Créditos comerciales,17080,84680,114467596440.8606,1109036166558.125,9.6886472769707,113595522116.4696,324824790.0600002,35270328.54000001,7551433561.180003,33631367530.31002,956210029.9199948
2020-07,BANCOS MÚLTIPLES,BDI,D1,Créditos comerciales,3,29,800035390.1099999,7931127082.855001,9.913470305063031,777994332.69,24890737.31,1177976.2,473557.56,774433141.9399999,14500066.44
2020-07,BANCOS MÚLTIPLES,CARIBE,D2,Tarjetas de créditos,1276,1450,62811450.25999999,3768687015.600001,60.00000000000003,52725597.36000004,62734589.44999998,0.0,0.0,0.0,31635358.40999999
2020-07,BANCOS MÚLTIPLES,SCOTIABANK,A,Tarjetas de créditos,232660,225251,8537191903.820011,487725968554.4384,57.12955431354457,7991303500.719998,0.0,0.0,1491823589.13,0.0,85370480.57999986
2020-07,BANCOS MÚLTIPLES,BHD,A,Créditos comerciales,5179,38245,85725239837.4799,869221553576.1711,10.13962230055073,84635024078.91977,182468741.2600001,28691425.86999999,7073181104.309998,17071809528.06001,674387285.169997
2020-07,BANCOS MÚLTIPLES,BHD,C,Créditos comerciales,109,841,4332595776.83,44717653393.18165,10.32121520136363,4259362523.460001,223649849.9299999,15782470.23,223123542.0,3292227847.53,180607695.22
2020-07,BANCOS MÚLTIPLES,CARIBE,D1,Créditos Hipotecarios,0,2,1307924.89,24046630.03,18.38532947408012,1251072.22,1307924.89,0.0,0.0,1251072.22,12510.72
2020-07,BANCOS MÚLTIPLES,BHD,D1,Créditos de consumo,0,6444,1257934084.72,21944798843.4423,17.44511028837169,1199889854.29,563118216.8599999,3587524.02,132204206.65,104799367.87,448962224.8599995
2020-07,BANCOS MÚLTIPLES,POPULAR,A,Créditos Hipotecarios,0,19171,47162468968.64003,513684637627.3907,10.89180971354484,46132104017.87003,418782.62,418782.62,723177794.7,42584408698.43999,460993084.4400004
2020-07,BANCOS MÚLTIPLES,BDI,E,Créditos comerciales,0,10,191641126.57,2038862086.85,10.63895899247531,188914904.49,26761590.89,0.0,0.0,186120817.06,32753841.58
2020-07,BANCOS MÚLTIPLES,CITIBANK,C,Créditos comerciales,4,4,35260.97,705219.4,20.0,35260.97,0.0,0.0,35261.0,0.0,7052.19
2020-07,BANCOS MÚLTIPLES,VIMENCA,A,Créditos comerciales,29,275,1412336691.26,15782245421.8259,11.17456306239977,1396176739.309999,9991838.09,1957993.72,35832557.96,335519144.07,9746216.1
2020-07,BANCOS MÚLTIPLES,BHD,B,Créditos de consumo,0,4264,935947556.5699991,15874254137.5631,16.9606235158496,888627768.5199996,22647175.69999998,22647175.69999998,51366949.71999999,124588329.19,50352450.12000003
2020-07,BANCOS MÚLTIPLES,BHD,D1,Créditos comerciales,78,1002,10491959943.86999,78145787273.40471,7.44815913246619,10376731951.18,628024095.4800001,36943396.08000001,163469165.34,9256425522.540003,455705338.29
2020-07,BANCOS MÚLTIPLES,CARIBE,E,Créditos comerciales,0,15,43729245.16,497179150.9945,11.36948852365006,42334198.33,32685453.1,9376.35,0.0,34296337.22,14754862.1
2020-07,BANCOS MÚLTIPLES,BHD,D2,Créditos comerciales,23,681,3874100008.360002,35231434966.46639,9.094095374523047,3771987212.880002,321696651.8700001,17533601.24,76770767.16999999,2690848694.68,549921702.8800001
2020-07,BANCOS MÚLTIPLES,POPULAR,B,Créditos de consumo,0,7763,1279800833.039999,23661425102.55024,18.48836513596074,1214837444.34,54244777.92999996,54244777.92999996,26172981.97,187283570.54,64708503.13999999
2020-07,BANCOS MÚLTIPLES,BELLBANK,A,Créditos comerciales,0,45,145501654.84,1975977084.2975,13.58044406072475,143345683.9,0.0,0.0,5815550.0,88914320.9,1092811.72
2020-07,BANCOS MÚLTIPLES,LAFISE,A,Tarjetas de créditos,257,328,22682113.31,1110353642.34,48.95283023960874,22245348.03,0.0,0.0,9538288.370000001,0.0,226814.05
2020-07,BANCOS MÚLTIPLES,BLH,A,Créditos comerciales,1044,821,2782979246.93,29890648187.35247,10.74052141076002,2763745252.500001,26564706.11,959140.8799999999,105401650.43,1417551485.53,25324145.81000001
2020-07,BANCOS MÚLTIPLES,BHD,D1,Tarjetas de créditos,6307,7047,247575748.6800002,14706662127.96121,59.40267658028999,209581985.5300001,223462871.1599999,0.0,4263528.39,0.0,84941243.88999999
2020-07,BANCOS MÚLTIPLES,BHD,D2,Créditos Hipotecarios,0,30,95341037.42999999,1055305031.3513,11.06873870683557,91966815.55999999,93878007.21000001,0.0,0.0,49714007.41999999,35455956.15000001
2020-07,BANCOS MÚLTIPLES,LAFISE,B,Créditos de consumo,0,5,3863306.59,54085679.37249999,13.99984135675341,3729846.23,33765.21,33765.21,0.0,2310212.25,299086.03
2020-07,BANCOS MÚLTIPLES,BLH,B,Créditos Hipotecarios,0,15,81570718.47,836411979.8305001,10.25382631805695,79941451.06,673590.1,673590.1,0.0,78129745.74,882327.63
2020-07,BANCOS MÚLTIPLES,POPULAR,B,Tarjetas de créditos,1999,1998,139100117.4399998,2033391330.28,14.61818557527166,126103777.75,0.0,0.0,504.88,0.0,4173003.899999999
2020-07,BANCOS MÚLTIPLES,BELLBANK,A,Créditos Hipotecarios,0,15,25678158.59,368353985.1125001,14.34503116029318,25096869.17,0.0,0.0,0.0,22227302.36,256781.5
2020-07,BANCOS MÚLTIPLES,PROMERICA,D1,Créditos Hipotecarios,0,4,8035782.59,105911716.0945,13.1800126382588,7762754.439999999,8035782.59,0.0,0.0,6331021.57,700957.0
2020-07,BANCOS MÚLTIPLES,BLH,C,Créditos de consumo,0,82,10102807.05,164186904.9035,16.25161245690622,9865779.82,1574228.26,1574228.26,67500.1,5596678.300000001,957192.4700000001
2020-07,BANCOS MÚLTIPLES,BHD,E,Tarjetas de créditos,3664,4093,119305072.27,7015585761.360005,58.80375098791268,99798748.6100001,117631085.87,0.0,31469.77,0.0,99918978.57000011
2020-07,BANCOS MÚLTIPLES,BHD,E,Créditos Hipotecarios,0,58,167629201.9,2058128966.750601,12.27786652577626,160833725.77,164793046.7,0.0,0.0,99101664.42999999,90028029.16999999
2020-07,BANCOS MÚLTIPLES,LAFISE,C,Créditos comerciales,105,7,49912398.19,445777932.265,8.931206442296578,49591207.82,95359.26,95359.26,981387.17,49452304.64,885109.23
2020-07,BANCOS MÚLTIPLES,BLH,D2,Créditos Hipotecarios,0,3,7811946.47,114497761.57,14.65675193880329,7763962.149999999,7811946.47,0.0,0.0,7763962.149999999,1552792.43
2020-07,BANCOS MÚLTIPLES,POPULAR,D2,Créditos de consumo,0,5047,690739018.5,14262332565.89911,20.64793240849634,651224987.6999997,629928906.8599997,945395.3600000001,16834578.45,74653809.94,359003075.2699998
2020-07,BANCOS MÚLTIPLES,BELLBANK,B,Créditos de consumo,0,181,3267294.14,64205425.435,19.65094744576624,3079738.25,531287.7400000001,531287.7400000001,0.0,0.0,89300.63000000002
2020-07,BANCOS MÚLTIPLES,SANTA CRUZ,C,Tarjetas de créditos,1005,1105,43493286.22000001,2417375449.4268,55.58042768254174,34881910.15000001,35321085.05,0.0,34874959.36000001,643007.0,7160671.319999998
2020-07,BANCOS MÚLTIPLES,CARIBE,B,Créditos comerciales,0,100,662940306.24,6125132565.969498,9.239342529509821,650214963.0000002,29217612.96000001,2122181.3,14213275.15,463494073.5,9083959.689999998
2020-07,BANCOS MÚLTIPLES,BLH,B,Créditos comerciales,110,120,2435554707.84,23956603162.05549,9.836199977335626,2423426269.329999,7235693.84,179909.48,4719106.82,2251829076.289999,24749476.64000001
2020-07,BANCOS MÚLTIPLES,BLH,A,Créditos Hipotecarios,0,325,1904769738.519999,16958093695.9994,8.902962574980737,1889101897.66,0.0,0.0,16100000.0,1628642978.259999,18798659.9
2020-07,BANCOS MÚLTIPLES,LAFISE,D1,Tarjetas de créditos,4,5,413925.45,21773232.6,52.60182141494321,389626.57,360771.56,0.0,104320.34,0.0,157751.41
2020-07,BANCOS MÚLTIPLES,CARIBE,C,Créditos Hipotecarios,0,2,8286823.13,116805067.479,14.095277001405,7647338.350000001,110330.0,110330.0,0.0,8286823.13,79258.63
2020-07,BANCOS MÚLTIPLES,PROMERICA,A,Tarjetas de créditos,48188,39252,1821842040.559999,89755590919.4,49.26639572540045,1777134143.29,0.0,0.0,600252377.3100002,419050.64,18218363.0
2020-07,BANCOS MÚLTIPLES,BELLBANK,D2,Créditos de consumo,0,49,1659108.62,36197762.17999999,21.81759635484263,1547810.19,1225080.83,0.0,0.0,0.0,953590.46
2020-07,BANCOS MÚLTIPLES,SCOTIABANK,A,Créditos comerciales,1654,15075,22099401371.45999,218535530442.4937,9.888753399660805,21951184657.49001,601182288.43,370121997.1900001,3283305280.63,6062310480.78,142880958.32
2020-07,BANCOS MÚLTIPLES,CARIBE,D1,Créditos de consumo,0,1171,174666287.33,3314658565.468501,18.97709406971054,166959718.34,111346273.32,2558481.54,3494883.98,19243864.18,52789624.26000004
2020-07,BANCOS MÚLTIPLES,BLH,D2,Créditos comerciales,0,8,551912976.2199999,4465062112.785,8.090156066570115,545427535.9,120292390.6,0.0,0.0,543310982.21,33959319.33
2020-07,BANCOS MÚLTIPLES,BLH,B,Tarjetas de créditos,108,142,7343428.159999999,439607391.36,59.86405555848729,6816523.339999998,0.0,0.0,514080.53,0.0,220302.8
2020-07,BANCOS MÚLTIPLES,LAFISE,D2,Créditos de consumo,0,1,73809.44,1402379.36,19.0,71991.96,73809.44,0.0,0.0,0.0,43195.18
2020-07,BANCOS MÚLTIPLES,CARIBE,D2,Créditos comerciales,0,31,318398571.34,3911678391.3345,12.28547720824236,312567053.34,9493161.65,0.0,1691666.67,303381443.28,17545821.69
2020-07,BANCOS MÚLTIPLES,PROMERICA,B,Créditos comerciales,58,112,1768363517.01,16418815818.95821,9.284751501048614,1761419989.26,4593674.52,3798573.23,460696323.0100001,958600869.6699998,31236067.0
2020-07,BANCOS MÚLTIPLES,BHD,D2,Créditos de consumo,0,5640,1126140380.53,19531159844.55269,17.3434504101173,1069888123.92,701145934.35,2123962.559999999,58071955.46999999,78393854.15,613069929.2600006
2020-07,BANCOS MÚLTIPLES,VIMENCA,D1,Tarjetas de créditos,567,632,14098412.84,843865729.7399999,59.85537090712687,12529183.7,14012600.04,0.0,4500.0,0.0,5015740.27
2020-07,BANCOS MÚLTIPLES,CARIBE,E,Créditos de consumo,0,1024,249034567.5200001,4607958085.058498,18.50328703740468,237253163.7500002,203382383.5400001,69375.8,0.0,5328989.25,222713244.8400001
2020-07,BANCOS MÚLTIPLES,CARIBE,A,Tarjetas de créditos,37966,42594,1478559435.979999,88450988711.88718,59.82240994814069,1377239753.849999,0.0,0.0,823117410.4100006,0.0,14785599.94
2020-07,BANCOS MÚLTIPLES,BLH,D1,Créditos de consumo,0,219,18700807.17,371418781.7615001,19.86110965078199,18210198.31000001,10632350.34,403578.43,2424518.35,1594270.11,7007027.570000002
2020-07,BANCOS MÚLTIPLES,LAFISE,E,Tarjetas de créditos,11,15,1488329.49,74726854.98,50.20854285431111,1138228.42,1488329.49,0.0,0.0,0.0,1165572.45
2020-07,BANCOS MÚLTIPLES,CITIBANK,A,Créditos comerciales,69,85,1268154498.68,10648550899.195,8.396887690166217,1264228043.62,0.0,0.0,118203520.0,567558118.36,10175349.11
2020-07,BANCOS MÚLTIPLES,PROMERICA,D2,Créditos comerciales,0,8,188145287.52,1753610252.917,9.320511164706103,186915143.49,25261655.85,0.0,89903550.0,173696162.42,17343670.0
2020-07,BANCOS MÚLTIPLES,BHD,E,Créditos de consumo,0,2830,478856173.4300002,7704431935.761601,16.08924007510544,452624564.7899997,421684437.3499998,179078.01,7427345.11,95608008.36000001,385886781.6799999
2020-07,BANCOS MÚLTIPLES,POPULAR,B,Créditos comerciales,1712,19433,73327644412.21004,454894790078.3842,6.203592024874021,73010263414.99002,255498814.05,11166472.17,2780680344.02,41553659838.37004,1093898513.049999
2020-07,BANCOS MÚLTIPLES,LAFISE,A,Créditos comerciales,1057,407,2504639897.3,22997965939.54911,9.182144692472916,2492539110.150001,41041.12,41041.12,365896034.87,689843148.6500002,25799731.35
2020-07,BANCOS MÚLTIPLES,CARIBE,C,Créditos comerciales,0,41,678392440.7799999,7905129685.232501,11.65273845938402,670975595.5,1769032.62,169258.89,38922382.5,628390591.8799999,16315343.83
2020-07,BANCOS MÚLTIPLES,BLH,D2,Tarjetas de créditos,57,70,3889326.8,233359608.0,60.0,3204817.070000001,3720657.41,0.0,0.0,0.0,1930639.37
2020-07,BANCOS MÚLTIPLES,POPULAR,C,Tarjetas de créditos,137,134,4782999.730000001,226741416.72,47.4056929792049,4691481.87,3222860.120000001,0.0,0.0,0.0,950249.8100000002
2020-07,BANCOS MÚLTIPLES,LAFISE,B,Créditos Hipotecarios,0,1,6332588.45,71241620.0625,11.25,5994843.8,69425.64,69425.64,0.0,6332588.45,63341.55
2020-07,BANCOS MÚLTIPLES,SANTA CRUZ,A,Créditos comerciales,1568,5283,14787619686.03001,153768748669.4514,10.39847872303059,14722580462.91999,64155866.81999999,5803910.6,2998086771.510002,4738661227.839998,114460360.5499998
2020-07,BANCOS MÚLTIPLES,BLH,A,Créditos de consumo,0,3666,597555742.3399999,7719516893.912797,12.918488346683,592201920.4100002,0.0,0.0,37009122.45000001,108414402.32,5975336.310000002
2020-07,BANCOS MÚLTIPLES,POPULAR,D1,Créditos de consumo,0,6350,716847305.8500007,14892398927.18589,20.77485512696075,677070557.8699996,580373839.8700002,6354039.23,12410858.86,83880081.52999999,241616536.0899997
2020-07,BANCOS MÚLTIPLES,POPULAR,D1,Créditos Hipotecarios,0,168,410389099.1,4821094711.505001,11.74761883801947,397310429.3099999,389920494.8200001,1201785.65,0.0,395720722.17,7472417.250000002
2020-07,BANCOS MÚLTIPLES,CITIBANK,A,Créditos de consumo,0,17,1826451.0,4821660.0,2.639906572911072,1824986.0,0.0,0.0,0.0,0.0,18264.51
2020-07,BANCOS MÚLTIPLES,BLH,E,Créditos de consumo,0,6,3501954.63,28452078.422,8.124627937284272,3440469.26,3501954.63,0.0,0.0,1848182.13,2331559.98
2020-07,BANCOS MÚLTIPLES,POPULAR,D1,Tarjetas de créditos,5475,5218,196830014.27,10597166429.80999,53.83917929952194,175105348.2699999,153952081.4400001,0.0,9283.23,0.0,71947294.67000006
2020-07,BANCOS MÚLTIPLES,POPULAR,E,Créditos Hipotecarios,0,89,266829517.38,3274981982.0868,12.27368701275578,255859143.58,258999686.29,208200.68,0.0,254457901.82,59240924.18999998
