periodo,tipoEntidad,entidad,genero,cantidadCredito,deuda,tasaPorDeuda,tasaPromedioPonderado,deudaCapital,deudaVencida,deudaVencidaDe31A90Dias,valorDesembolso,valorGarantia,valorProvisionCapitalYRendimiento
2020-12,BANCOS MÚLTIPLES,SCOTIABANK,Género femenino,129975,19282500519.40998,399860590790.6693,,18665871023.30997,723973521.3200009,41045799.55999999,1554104237.810001,6843243598.310003,556198572.1200007
2020-12,BANCOS MÚLTIPLES,BELLBANK,Género masculino,2084,285636219.22,3853809328.698,,282229858.1300002,3899625.490000002,772899.67,45036812.22000001,67382406.67000002,6435639.410000002
2020-12,BANCOS MÚLTIPLES,SANTA CRUZ,Género masculino,84104,11059479149.2,206374131483.3118,,10932705678.33999,554304846.93,9366369.149999999,1756147397.519999,3287834764.029999,376105792.76
2020-12,BANCOS MÚLTIPLES,BHD,Género masculino,332411,64793464386.14989,1052582449775.385,,63274188915.92009,2046843931.249994,100363837.6299999,6004605558.959997,15806106705.11001,2146690162.019998
2020-12,BANCOS MÚLTIPLES,LAFISE,No aplica,412,2852190540.609999,23403269974.2129,,2841424545.039999,5315863.52,1106019.91,448896976.1200001,1426894721.02,34733636.16
2020-12,BANCOS MÚLTIPLES,CARIBE,Género masculino,59082,7485201295.209992,162742743922.4716,,7296976618.750005,544342098.3899997,35866543.45,979541418.5699999,1731340132.53,407694380.1099992
2020-12,BANCOS MÚLTIPLES,BANESCO,Género masculino,36305,4726212750.550005,100102424098.8497,,4640611602.979994,234427862.6,9650525.899999999,232247688.36,1292443086.16,181159739.8199999
2020-12,BANCOS MÚLTIPLES,BANRESERVAS,No aplica,27148,160769323768.6105,1366813929354.595,,158338785512.2703,2241836835.559999,117800793.9999999,17141946683.05,53708574814.48003,5500536251.719984
2020-12,BANCOS MÚLTIPLES,ADEMI,Género masculino,78651,6649664412.020019,167384221502.7873,,6329233255.350003,243823042.2000005,10662881.63999999,465871074.8600005,1030532935.540001,155919179.0400003
2020-12,BANCOS MÚLTIPLES,BANCAMERICA,Género masculino,5035,680632085.8099995,19260065812.90899,,655687901.0199999,151892096.29,1892101.18,36342674.19,220192334.84,131169886.9399999
2020-12,BANCOS MÚLTIPLES,POPULAR,Género masculino,492417,88853256220.10014,1599813114011.675,,87598978713.87021,2986380473.140018,196729340.4200006,8337728202.439995,36032589014.25001,2379980451.339995
2020-12,BANCOS MÚLTIPLES,CARIBE,No aplica,357,3761441746.570002,35340482194.31097,,3727313265.770001,32718190.73,2066949.81,372553220.73,2659235272.700001,62623589.48000002
2020-12,BANCOS MÚLTIPLES,BANCAMERICA,No aplica,346,995757470.48,13501786406.3945,,974618099.2199999,168745268.36,4288414.289999999,66910608.34999999,456710160.93,53278396.85
2020-12,BANCOS MÚLTIPLES,BLH,Género femenino,5488,948722636.7399987,16738863677.87939,,939408396.9599994,88975032.85,1450764.62,86823300.38999994,561793261.1200001,28505240.86999997
2020-12,BANCOS MÚLTIPLES,VIMENCA,Género femenino,9149,1494383795.030001,21590075847.9904,,1461076317.120001,38844812.20000001,1055885.79,155075287.81,585995590.0400001,30673229.69000001
2020-12,BANCOS MÚLTIPLES,ACTIVO,Género femenino,2434,322995047.2999997,6879798739.986806,,315199371.4499997,21808248.99,2197129.25,13801371.09,125127270.57,13994053.89
2020-12,BANCOS MÚLTIPLES,BDI,No aplica,752,7770783743.760001,82762590348.78209,,7670509339.139996,63545698.03000002,12027938.19,296209102.2300001,4713394065.500001,114345795.34
2020-12,BANCOS MÚLTIPLES,VIMENCA,Género masculino,11506,2022224142.599999,30638964109.93998,,1973783511.390002,79163138.60999998,3384846.94,205655888.93,828355086.2600001,50770503.53000002
2020-12,BANCOS MÚLTIPLES,ADEMI,Género femenino,72933,4491458567.6,122132517286.2194,,4303067349.410004,116495558.1399999,7521921.260000006,353387863.6500007,624120946.9700001,90594261.97000001
2020-12,BANCOS MÚLTIPLES,POPULAR,Género femenino,355764,45937044437.83009,873429292890.9495,,45295269551.19994,1065817913.060001,47160282.02999999,5070871390.499997,21713601270.24999,1004069948.150004
2020-12,BANCOS MÚLTIPLES,ACTIVO,No aplica,161,185700855.8399999,2732753521.842,,182385154.5,6702719.73,1197187.04,4195959.24,66380604.5,2793457.279999999
2020-12,BANCOS MÚLTIPLES,BELLBANK,No aplica,50,263196654.83,3147497253.151999,,258708364.66,274704.7,274704.7,40959373.25,174728220.32,11422878.59
2020-12,BANCOS MÚLTIPLES,BANESCO,Género femenino,23395,2346874135.260003,50548599793.55753,,2309768646.590001,74490618.99000002,2813541.280000001,129906107.17,713075893.4299998,67566475.99
2020-12,BANCOS MÚLTIPLES,LAFISE,Género masculino,448,559374791.3600001,6653186919.961001,,555843878.07,1770800.45,33000.0,60932753.52,161379337.38,7631937.49
2020-12,BANCOS MÚLTIPLES,PROMERICA,No aplica,900,9402326000.479996,82373771192.81178,,9365015718.030003,107587452.17,17556594.97,1757378779.510001,5192898902.699997,132661295.0
2020-12,BANCOS MÚLTIPLES,BLH,Género masculino,6284,3621791846.620002,43000575759.71187,,3597917686.880006,74159941.99,3262803.9,154687535.74,2354944740.12,56658114.9199999
2020-12,BANCOS MÚLTIPLES,ADEMI,No aplica,230,1272416641.83,15734451919.461,,1243404244.25,34723809.62,972203.28,56421762.73,580666625.8399999,24402440.65000001
2020-12,BANCOS MÚLTIPLES,BANRESERVAS,Género femenino,581638,68322063025.00002,1122248485342.531,,67339194394.81994,1143984346.319999,71620754.01,5981160605.059997,26065616752.23997,1683713118.870007
2020-12,BANCOS MÚLTIPLES,POPULAR,No aplica,35523,215838234268.3904,1558108357523.004,,214925468784.9206,701287435.6799998,46372496.62,13375646993.61998,111620336705.5201,2540138807.600003
2020-12,BANCOS MÚLTIPLES,BANCAMERICA,Género femenino,3661,235255173.74,6711961288.146499,,228308465.4700001,36502585.87999998,1001821.97,15630375.91999999,69566467.98,34397062.29
2020-12,BANCOS MÚLTIPLES,BHD,No aplica,18880,99611143274.35017,769713369790.5046,,98924039347.47992,1069806994.250001,197429007.82,9243416524.07999,40212133392.43006,1177849527.94
2020-12,BANCOS MÚLTIPLES,BDI,Género masculino,6742,2838331929.579998,44149937003.8955,,2797349188.639999,40706916.43000002,19017649.86,230138516.47,1210285338.26,53106091.97
2020-12,BANCOS MÚLTIPLES,ACTIVO,Género masculino,3238,502382587.1799999,12510154920.03031,,482859667.1099999,60989579.68999999,4034086.72,32785404.32999998,134692713.21,35014344.89999998
2020-12,BANCOS MÚLTIPLES,PROMERICA,Género femenino,27391,1549310193.47,50397547340.75933,,1519942671.79,57378375.10000001,2149711.14,372435812.8099999,120982946.78,57830399.0
2020-12,BANCOS MÚLTIPLES,BLH,No aplica,781,5794321310.000002,55890951136.55654,,5743384214.359998,223191690.96,1986613.12,482746172.08,4220813538.799999,95083779.47999997
2020-12,BANCOS MÚLTIPLES,CITIBANK,No aplica,423,3253140651.54,29603390922.8678,,3236279700.55,0.0,0.0,1076523400.0,2579042860.72,55353975.35000001
2020-12,BANCOS MÚLTIPLES,BELLBANK,Género femenino,1130,118446975.15,1839444850.21,,116201702.62,5270281.83,475449.5000000001,5830762.829999999,24446179.53,4015013.469999998
2020-12,BANCOS MÚLTIPLES,BDI,Género femenino,5971,1192149124.23,21309362902.05602,,1176673593.69,36467906.96000001,1804449.460000001,136684417.2999999,494531783.7000002,18432380.23999999
2020-12,BANCOS MÚLTIPLES,VIMENCA,No aplica,280,2690938052.300002,25104456923.15049,,2670073766.570002,22213066.32,2738985.47,526497570.38,1720766195.629999,14018981.89
2020-12,BANCOS MÚLTIPLES,BANESCO,No aplica,1239,10238015804.41,84394053814.55147,,10135499816.96,88027427.4,18147994.18999999,894608193.9199998,6045544773.780003,192383964.2900002
2021-01,BANCOS MÚLTIPLES,SANTA CRUZ,No aplica,4478,19995756388.64996,176190893569.6498,,19905399306.08998,142256263.71,8483236.410000002,1653471734.89,9039384200.68,253624635.4000003
2021-01,BANCOS MÚLTIPLES,SCOTIABANK,No aplica,3161,30647915417.02,227888730478.8837,,30493412331.49006,905265197.5800002,30468695.18,2852012089.519999,11461293812.29,522868373.3500005
2021-01,BANCOS MÚLTIPLES,BANCAMERICA,Género masculino,4990,678358152.3100003,20311125237.9864,,651342094.7599995,171744530.71,2749107.73,192714202.1200001,224060638.12,143790903.79
2021-01,BANCOS MÚLTIPLES,BANESCO,No aplica,1243,10299784176.86999,84396230494.77402,,10185689895.17001,187042743.14,18391319.25,362115850.72,6097873908.069999,205613004.32
2021-01,BANCOS MÚLTIPLES,BELLBANK,Género femenino,1129,132015647.61,1990719368.935,,129689537.77,5320263.869999999,513955.9300000001,17322131.0,23299439.0,4296964.180000002
2021-01,BANCOS MÚLTIPLES,BDI,Género femenino,5821,1178687933.25,20623749605.95801,,1163082172.62,35308880.19000001,2249324.25,82081994.25999996,491967819.8600001,19634379.03999999
2021-01,BANCOS MÚLTIPLES,BHD,No aplica,21609,98142556277.25984,750657211935.5988,,97340775845.9,1332278880.549998,200181163.68,3110229538.619996,39719679289.69005,1099739199.710001
2021-01,BANCOS MÚLTIPLES,ACTIVO,No aplica,156,178570340.7200001,2564248014.234501,,175532370.7000001,8609784.830000002,1664193.54,5178212.680000001,65664618.55,2959522.64
2021-01,BANCOS MÚLTIPLES,CARIBE,Género masculino,57395,7316073196.700002,155145158954.7281,,7138654699.640006,570019055.3199999,37232133.19000001,802102250.0200007,1538442372.64,379636485.7300001
2021-01,BANCOS MÚLTIPLES,BLH,Género femenino,5365,933437573.4999993,16206580924.11611,,923132695.1799998,90577756.85000004,1456154.76,45333420.67000001,567503375.79,28429243.88
2021-01,BANCOS MÚLTIPLES,CARIBE,No aplica,361,3709624129.140003,34789280349.30699,,3676689441.399999,31909114.2,766195.11,130003112.78,2654283405.470001,57343765.01
2021-01,BANCOS MÚLTIPLES,LAFISE,Género femenino,246,185995632.2200001,2131783912.0805,,184060262.55,2282737.33,98225.57,3038326.65,71268045.05,3017361.330000001
2021-01,BANCOS MÚLTIPLES,BLH,Género masculino,6216,3603888292.019998,42007129293.69921,,3578642546.75,43065553.73000001,3814851.899999999,121866157.2999999,2479917271.299999,57141049.18999996
2021-01,BANCOS MÚLTIPLES,LAFISE,Género masculino,453,525297048.39,6256140921.970498,,521965579.22,3182776.49,1857107.9,11254464.95,213481847.94,7075292.370000001
2021-01,BANCOS MÚLTIPLES,BANRESERVAS,Género femenino,584498,68400876939.52962,1124943009917.52,,67325097278.94971,1130975959.810001,103418623.8900001,4401163905.26001,26114624263.50999,1592157978.489998
2021-01,BANCOS MÚLTIPLES,VIMENCA,Género masculino,11582,2043823204.499999,30482502513.88288,,1995353242.699999,86263227.57000001,1873422.4,82513104.63999997,850521715.9499999,53882814.45000002
2021-01,BANCOS MÚLTIPLES,CARIBE,Género femenino,40207,4097084065.369995,85160735050.69464,,4012026427.18,257525752.4599999,17716042.59,370783237.3,806806311.8799998,181230852.1500001
2021-01,BANCOS MÚLTIPLES,POPULAR,No aplica,34986,216536627845.3898,1547348310117.096,,215602008517.0103,651922408.0499997,28203395.43000001,15635765707.22002,110750714776.3801,2515580630.959997
2021-01,BANCOS MÚLTIPLES,ADEMI,No aplica,227,1319332149.69,16317661399.41299,,1288553231.26,34587451.28999999,692146.9600000001,66575363.40000001,621092740.6399999,24685127.31
2021-01,BANCOS MÚLTIPLES,BANRESERVAS,No aplica,26917,164305039219.1903,1356242406556.798,,161672120841.7599,2081907291.929997,82784519.05000001,13741062513.14999,57632536256.47,5022830199.680007
2021-01,BANCOS MÚLTIPLES,LAFISE,No aplica,406,2725014958.16,22239218458.6003,,2713348499.49,36677872.86000001,30409131.86,315195612.1300002,1440011588.97,32123921.42000001
2021-01,BANCOS MÚLTIPLES,SANTA CRUZ,Género femenino,56810,5007612025.499995,99034426699.20714,,4947668377.460003,187103396.41,2913712.569999999,701246615.37,1723348716.600001,153153983.5599998
2021-01,BANCOS MÚLTIPLES,BELLBANK,Género masculino,2063,285122234.1500001,3838486737.9435,,281453969.02,3907010.26,846558.6600000003,8697454.29,93126103.30999999,6646618.440000001
2021-01,BANCOS MÚLTIPLES,ACTIVO,Género masculino,3222,503196061.8599993,12478930078.41388,,482567366.3599998,71645209.19999999,10221657.24000001,38990547.03,132264492.48,36193521.24999999
2021-01,BANCOS MÚLTIPLES,PROMERICA,No aplica,1090,9500498653.209993,81865744985.98117,,9462138058.87,112147171.1,25505108.45,1078986575.62,5498794710.23,132557472.0
2021-01,BANCOS MÚLTIPLES,PROMERICA,Género femenino,26304,1554916514.15,49098042497.19582,,1528317658.63,62842099.18,1405694.9,317209344.09,137707338.76,45401823.0
2021-01,BANCOS MÚLTIPLES,BLH,No aplica,883,5799068760.37,55322655253.557,,5745479322.459997,164047379.69,3762485.56,73399738.91000001,4634585597.83,95779798.63999996
2021-01,BANCOS MÚLTIPLES,VIMENCA,Género femenino,9168,1512437668.25,21511551476.0851,,1478156157.050001,39235323.14000001,1149998.83,58492765.86000001,620934464.5999999,32299929.04000001
2021-01,BANCOS MÚLTIPLES,BANESCO,Género femenino,23170,2370840808.130001,50317155474.32169,,2330281824.160001,80224867.51000004,4108431.050000001,90286467.45,708003257.77,72648991.79999994
2021-01,BANCOS MÚLTIPLES,BHD,Género masculino,328823,64006430833.68008,1026430312632.386,,62461140831.43,2276830676.680002,143442810.6899998,3426042430.310002,15681662604.5,1926513113.909999
2021-01,BANCOS MÚLTIPLES,ACTIVO,Género femenino,2431,323381435.3700001,6826933943.5339,,314754901.7699999,22545326.07,1431579.38,17356209.97,128243555.01,15025364.3
2021-01,BANCOS MÚLTIPLES,BDI,No aplica,736,7806631982.849998,82065039568.17995,,7696817400.129994,63132319.49000002,23827112.42,221916638.18,4785442336.440001,113791473.63
2021-01,BANCOS MÚLTIPLES,ADEMI,Género femenino,72623,4462678452.889999,121642207892.1705,,4267223263.94,123522819.5799999,12814507.37999999,292180538.8800002,644681823.65,88776981.70000008
2021-01,BANCOS MÚLTIPLES,BELLBANK,No aplica,54,286586232.28,3527310089.0695,,281921690.62,696801.3699999999,696801.3699999999,44606821.98,220962244.87,11851827.09
2021-01,BANCOS MÚLTIPLES,BANESCO,Género masculino,36125,4771550508.880008,99632037822.50601,,4679913589.870001,257609846.2799999,10009783.45,207051563.83,1519859246.74,202706135.6000006
2021-01,BANCOS MÚLTIPLES,VIMENCA,No aplica,279,2789093705.589998,25462354032.0195,,2768895331.95,50592302.31999999,1344858.12,279314095.77,1758538768.48,14037454.98000001
2021-01,BANCOS MÚLTIPLES,POPULAR,Género masculino,508977,88358014249.30025,1571636796853.919,,87097151051.02966,3089668746.049988,113122142.8600001,6913734686.289996,35192150000.91003,2438417377.180008
2021-01,BANCOS MÚLTIPLES,BDI,Género masculino,6656,2753068473.040003,42582674656.73354,,2713656754.95,41713622.13999999,17631252.77,114827723.07,1202103832.27,54536466.74000002
2021-01,BANCOS MÚLTIPLES,BHD,Género femenino,316818,35348075509.61002,617751066764.3644,,34454953354.12012,950375393.430002,51697469.64000001,2280659631.099998,10625299672.51,956344341.7200023
2021-01,BANCOS MÚLTIPLES,SANTA CRUZ,Género masculino,83028,10956236752.96001,201192080173.4042,,10817379004.91998,571274787.3900002,9211900.159999998,1477518876.69,3311907965.6,401570286.7400001
2021-01,BANCOS MÚLTIPLES,BANRESERVAS,Género masculino,626240,93666449854.18051,1492553140268.94,,91944699807.34988,2798261015.709998,225851411.3099998,5598604280.470005,28740332852.70007,3325067794.730005
2021-01,BANCOS MÚLTIPLES,SCOTIABANK,Género masculino,161190,29528517667.78003,591291088601.6042,,28499861780.78014,1730931210.959999,45715695.82999997,1962584063.060002,10608485915.03,1080990735.629998
2021-01,BANCOS MÚLTIPLES,CITIBANK,Género femenino,7,548663.0,1733198.0,,548121.0,0.0,0.0,0.0,0.0,5486.63
2021-01,BANCOS MÚLTIPLES,PROMERICA,Género masculino,33816,4140188588.97,98555299910.15112,,4079135944.319999,202825537.73,3401652.7,688485993.8000001,760129443.7599998,136436750.98
2021-01,BANCOS MÚLTIPLES,POPULAR,Género femenino,359789,45767613451.84998,857859876819.9762,,45111883246.43988,1110637620.729999,54523209.54999999,3835238986.840002,21567726057.18,1033119100.59
2021-01,BANCOS MÚLTIPLES,ADEMI,Género masculino,78402,6591139045.499989,166614756443.0122,,6263894220.470011,256959442.2800005,20789283.69000002,398784522.2200004,1028277734.15,156101687.5900008
2021-01,BANCOS MÚLTIPLES,CITIBANK,No aplica,345,3192809900.23,30144875507.1689,,3169735408.23,150788983.0,150788983.0,1222255123.0,2227758242.16,77563337.48
2021-01,BANCOS MÚLTIPLES,BANCAMERICA,No aplica,345,995687785.4199995,13444269108.8275,,972285003.4399999,171543791.51,6526370.749999999,15984695.13,483625980.15,46896560.44000001
2021-01,BANCOS MÚLTIPLES,SCOTIABANK,Género femenino,127488,18883498449.89001,384180013794.1751,,18271527230.01,698989673.97,21940179.78,1220041872.559999,6777864421.089996,560012361.8000001
2021-01,BANCOS MÚLTIPLES,BANCAMERICA,Género femenino,3595,232107411.74,7367143742.438,,224828282.89,37801912.87999999,888270.3800000002,67820910.84,70547487.67,38226509.80999999
2021-01,BANCOS MÚLTIPLES,CITIBANK,Género masculino,2,263500.0,263500.0,,263500.0,0.0,0.0,0.0,0.0,2635.0
2021-02,BANCOS MÚLTIPLES,POPULAR,Género femenino,368839,46131590252.85995,858336948893.6227,,45470913249.6798,1159685217.070004,52933424.73000007,4342174588.950009,22045370115.25,1083695023.449999
2021-02,BANCOS MÚLTIPLES,BLH,Género masculino,6092,3778400354.289997,42883632021.18928,,3754031572.600001,47475440.77999998,4043479.530000001,311094341.4899999,2857579857.120001,54462113.37999999
2021-02,BANCOS MÚLTIPLES,BELLBANK,Género masculino,2025,312244845.7499999,4182860716.054999,,308257878.5,4432178.689999998,722288.1400000001,37506473.71,117048667.37,7285014.760000002
2021-02,BANCOS MÚLTIPLES,PROMERICA,No aplica,1134,9974235769.740004,83803700486.21312,,9928919640.53,73328647.0,7560551.16,1433604590.26,5694956869.68,123443171.92
2021-02,BANCOS MÚLTIPLES,SANTA CRUZ,Género masculino,81951,10779042328.27998,191390116951.9831,,10648021003.33001,558876307.3500001,8590958.93,1518784458.809999,3304813723.18,384706927.7500001
2021-02,BANCOS MÚLTIPLES,BANRESERVAS,No aplica,27697,167590952363.9305,1371159741105.58,,164867019685.3,2284249627.780001,148716986.78,11353025631.07001,59530602475.51999,5211668275.019994
2021-02,BANCOS MÚLTIPLES,ACTIVO,No aplica,148,158835363.67,2278331281.677501,,156018995.44,13047771.14,721367.56,3130263.13,59634426.76,2618680.660000001
2021-02,BANCOS MÚLTIPLES,BANCAMERICA,No aplica,352,1025564452.5,13790966086.086,,1001236870.29,164731353.47,6446767.010000001,66782389.03000001,464577800.0400001,48430227.42
2021-02,BANCOS MÚLTIPLES,SCOTIABANK,No aplica,3164,30793953523.21,223248730259.2904,,30626124551.95,911338684.9800003,6774958.25,3756961407.599999,12252312998.95,520852142.0200007
2021-02,BANCOS MÚLTIPLES,BANCAMERICA,Género masculino,4930,665587935.82,20032051497.53811,,638913088.5300001,174017487.57,1818001.33,190323855.9600001,214472851.3999999,148200794.23
2021-02,BANCOS MÚLTIPLES,CITIBANK,Género femenino,7,472171.0,1439978.0,,471811.0,0.0,0.0,0.0,0.0,4721.71
2021-02,BANCOS MÚLTIPLES,ADEMI,Género femenino,73203,4498178374.559988,123155682126.5138,,4314428676.87,125691109.2099999,14554237.53,416862368.4600008,661789337.6400009,88354180.09999989
2021-02,BANCOS MÚLTIPLES,ADEMI,No aplica,226,1230743566.599999,15088648774.769,,1202812497.309999,33803015.82,540206.38,12275543.45,613268204.2599999,24262058.32999999
2021-02,BANCOS MÚLTIPLES,BANESCO,Género femenino,23443,2417035657.429998,51112766468.49652,,2375022606.38,90146532.80999993,4112837.170000001,106300100.98,684430702.42,82660038.91000004
2021-02,BANCOS MÚLTIPLES,SCOTIABANK,Género masculino,154323,28984095148.97001,562766881775.0168,,28092388232.08004,1271432191.949998,37174443.19000001,2289137206.28,10595445122.46,919469364.6899993
2021-02,BANCOS MÚLTIPLES,BLH,Género femenino,5242,929853545.7000005,15833375246.98099,,920251998.1199989,89083013.02000001,2520595.899999999,72575488.41000003,584709745.5900002,28586506.41
2021-02,BANCOS MÚLTIPLES,LAFISE,No aplica,416,2813597959.87,22435568306.578,,2800813999.94,8767789.76,2499048.76,424180819.72,1331677072.54,33533889.53000001
2021-02,BANCOS MÚLTIPLES,CITIBANK,No aplica,302,3453897520.55,30976236674.91991,,3429611666.0,0.0,0.0,1184641166.0,2479288488.08,97290455.29
2021-02,BANCOS MÚLTIPLES,CARIBE,No aplica,361,3821277254.59,35157618202.47199,,3788739793.820001,36004250.36,1579382.15,186385897.8,2640569991.260001,52928187.88
2021-02,BANCOS MÚLTIPLES,POPULAR,No aplica,36297,216697413181.6197,1524369315446.161,,215775418827.9995,659395958.99,44708119.54,13479208688.41003,113485084104.5703,2422053461.799999
2021-02,BANCOS MÚLTIPLES,BHD,Género masculino,328184,64826725905.38988,1035198395539.906,,63342539646.61959,2373146918.849999,180863477.8699998,5236868434.779993,15645106995.38,2091666583.410002
2021-02,BANCOS MÚLTIPLES,BANESCO,No aplica,1274,10394457729.24,85965898828.32402,,10278092116.85,128210668.68,15683166.48,443050357.8200001,6019011637.740001,190749458.6900002
2021-02,BANCOS MÚLTIPLES,BANRESERVAS,Género femenino,577614,68647055003.86029,1117146194589.016,,67718388101.21006,1120355047.200001,89790344.42999999,5163264337.099996,25753015495.92995,1576544150.360005
2021-02,BANCOS MÚLTIPLES,VIMENCA,Género femenino,9286,1598262100.780001,22046800433.21243,,1563853257.739999,40348904.58999999,1249888.57,123238250.37,668196277.2899998,32586217.81000002
2021-02,BANCOS MÚLTIPLES,BELLBANK,No aplica,63,334508959.8100001,4067713994.9729,,329322788.7600001,762721.8799999999,762721.8799999999,111449036.21,237708430.74,11993751.75
2021-02,BANCOS MÚLTIPLES,BANRESERVAS,Género masculino,626157,94685268973.86012,1496188162489.684,,93054015396.2898,2963901251.989994,199072197.26,7489789509.500007,28765527818.66002,3324666096.330005
2021-02,BANCOS MÚLTIPLES,ACTIVO,Género masculino,3192,494194596.9900004,12054077164.10209,,472993262.0400002,74614021.99000001,1281881.84,34304711.61999999,131315297.65,36799985.67999998
2021-02,BANCOS MÚLTIPLES,BDI,Género masculino,6611,2730584686.06,41736342142.19153,,2690540191.829998,52699035.34,22944902.67,194286394.1200001,1172620652.279999,57770789.98000003
2021-02,BANCOS MÚLTIPLES,SANTA CRUZ,Género femenino,56000,5015246492.869989,95360949661.81784,,4959282805.249987,155659167.9600001,3032163.34,772782654.1,1810505561.869999,143270150.1099999
2021-02,BANCOS MÚLTIPLES,PROMERICA,Género femenino,26130,1617437326.920001,49680431044.8762,,1590250073.969999,66626216.08999998,1214018.8,358404774.3299999,145942982.99,52026204.0
2021-02,BANCOS MÚLTIPLES,SCOTIABANK,Género femenino,123816,18807722054.91001,372007863393.6862,,18254030777.17004,557582990.6600004,17614181.11,1486710475.139998,6958370528.249994,523381272.4300005
2021-02,BANCOS MÚLTIPLES,PROMERICA,Género masculino,33268,4207368400.520001,99032879581.32707,,4148435796.21,212478131.32,8111987.149999999,728756669.7400002,739020760.9499999,154508890.08
2021-02,BANCOS MÚLTIPLES,CARIBE,Género femenino,39127,4060340426.790002,82953471970.06253,,3980175881.000003,230580644.7800001,17642669.65,486852418.7500001,838199947.38,157402776.1500003
2021-02,BANCOS MÚLTIPLES,BANCAMERICA,Género femenino,3533,227988193.5600001,7331183271.8956,,220539135.9699999,37372104.46000001,936679.6799999998,69035841.78999999,64222464.88,38140988.07000001
2021-02,BANCOS MÚLTIPLES,BLH,No aplica,869,5803082780.52,55679318841.36749,,5746627512.609997,173235056.85,14334210.98,69805147.81,4768831694.81,96068989.0
2021-02,BANCOS MÚLTIPLES,BHD,No aplica,21868,98255641933.62996,740712099017.306,,97444136410.76999,1346797518.959999,188300747.36,4341923467.959999,40196508558.09001,1072903068.25
2021-02,BANCOS MÚLTIPLES,BDI,No aplica,739,7534551804.820001,78406621953.63297,,7426709957.380004,73537245.99999999,51145562.22,159082311.14,4554965603.920001,114316709.52
2021-02,BANCOS MÚLTIPLES,VIMENCA,No aplica,274,2620367608.17,24333609902.51849,,2597022690.459999,69335316.44,910441.9099999999,70971239.78,1614649680.98,12498605.19
2021-02,BANCOS MÚLTIPLES,CARIBE,Género masculino,55723,7179325254.759992,151015277279.2098,,7014048561.69001,570450385.5300001,34921920.65,882071337.0300002,1523810133.48,342093563.7500003
2021-02,BANCOS MÚLTIPLES,LAFISE,Género femenino,266,195875005.83,2208142240.3315,,194718648.49,3441842.2,57161.87,24104850.57,73746222.61,3390001.84
2021-02,BANCOS MÚLTIPLES,BANESCO,Género masculino,36295,4837406843.849997,100612332486.1838,,4740989301.040003,294450686.9899996,10671474.83,205372671.7099999,1514606944.45,228501503.8500001
2021-02,BANCOS MÚLTIPLES,LAFISE,Género masculino,453,548509425.1300001,6433736130.4315,,545083507.8500001,10507260.24,9108040.45,71982523.08,228803830.72,7240973.979999998
2021-02,BANCOS MÚLTIPLES,ADEMI,Género masculino,79336,6610417869.889994,168269232969.8787,,6301342739.430009,258622683.5399997,22049311.01999997,566886676.9200007,1088537978.15,150366581.9500002
2021-02,BANCOS MÚLTIPLES,BELLBANK,Género femenino,1103,129318561.39,1942705629.292,,127065230.35,5505893.35,417659.8,4503481.82,24003899.82,4350920.359999998
2021-02,BANCOS MÚLTIPLES,POPULAR,Género masculino,517843,89115741468.65005,1575706822861.662,,87838590610.22993,3123530136.11,98630127.52999994,8097878764.01,35714303208.27998,2580602906.579997
2021-02,BANCOS MÚLTIPLES,SANTA CRUZ,No aplica,4630,20938668806.76997,178191207280.7361,,20848750029.71995,122850874.96,12432965.01,2872930198.589999,9824995444.820002,256286627.2999999
2021-02,BANCOS MÚLTIPLES,VIMENCA,Género masculino,11710,2128761436.019999,30790846721.26739,,2080073826.669998,84657585.62000003,2962877.63,162896656.1,901777334.17,56262643.02000003
2021-02,BANCOS MÚLTIPLES,BHD,Género femenino,315172,35525402027.30005,618281859182.7004,,34696600111.94997,921030363.8100008,53907297.64000001,3095822370.009996,10583002225.64001,1031433391.48
2021-02,BANCOS MÚLTIPLES,CITIBANK,Género masculino,2,232500.0,232500.0,,232500.0,0.0,0.0,0.0,0.0,2325.0
2021-02,BANCOS MÚLTIPLES,BDI,Género femenino,5772,1177392244.420001,20665761064.04702,,1161437256.47,38147277.18,2552553.75,91421263.35000004,484296903.9000002,19528167.29
2021-02,BANCOS MÚLTIPLES,ACTIVO,Género femenino,2405,315150197.1799998,6663041384.058604,,306182238.0699999,24802124.24999999,2235616.189999999,17361379.81,127824424.09,15224916.1
2021-03,BANCOS MÚLTIPLES,CITIBANK,No aplica,349,3647559569.92,33466510614.21889,,3625336652.0,0.0,0.0,782844307.0,2436175224.94,117749173.75
2021-03,BANCOS MÚLTIPLES,BANRESERVAS,No aplica,27089,168218648780.0201,1363225825410.334,,165433623688.9398,1951401629.41,156491757.7200001,19598157632.98001,58594931038.50005,5204035308.709978
2021-03,BANCOS MÚLTIPLES,BLH,Género masculino,6100,3686626609.97,41853879456.71296,,3665027046.410002,120920186.46,3753655.440000001,151555292.9499999,2786819921.329999,52741453.72000004
2021-03,BANCOS MÚLTIPLES,BELLBANK,Género masculino,2058,312563748.9000002,4468641961.870998,,308695206.9400001,4758990.56,382929.5300000001,51813985.43999999,112091558.6,7647140.459999999
2021-03,BANCOS MÚLTIPLES,ADEMI,Género masculino,80517,6703153973.109995,170250327061.7516,,6404662010.480014,262144238.3500002,20345598.87000002,653488759.9299997,1100032299.070001,151838667.2400001
